"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00368361","2015-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.0","1,7","38.9","7","38.9",",7","17",",7","9",",7","3",",7","0",",7","0",",7","0",",7","2",",7","0",",7","20",",7","0",",7","10","","6","","-0.6",",7,23,","0",",,7,31,+","0",",,7,31,+","39.9",",,7,31,","30.0",",7,10,+","4224.9","7","  19.4","1,,,7,3,2","  19.4","1,,,7,5,2","111.7",",7","  21.1","1,,,7,3,2","  21.1","1,,,7,5,2","   6.7","1,,,7,3,2","   6.7","1,,,7,5,2","  10.6","1,,,7,3,2","   9.4","1,,,7,5,2","  14.4","1,,,7,3,2","  14.0","1,,,7,5,2","  17.0","1,,,7,3,2","  16.8","1,,,7,5,2","150.7",",,,7","0",",,,7","15.98",",7","22.33",",,,7","9.64",",,,7","320",",7","11.2",",7"
"USC00368361","2015-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.7","1,7","75.1","7","36.2",",7","20",",7","11",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","24",",7","0",",7","17","","6","","6.7",",7,01,","0",",,7,30,+","0",",,7,30,+","48.3",",,7,28,","30.6",",7,13,","4274.3","7","  21.1",",,,7,3,2","  21.1",",,,7,5,2","49.4",",7","  22.2",",,,7,3,2","  22.8",",,,7,5,2","  15.0",",,,7,3,2","  14.4",",,,7,5,2","  16.7",",,,7,3,2","  16.1",",,,7,5,2","  18.9",",,,7,3,2","  18.7",",,,7,5,2","  20.3",",,,7,3,2","  20.6",",,,7,5,2","175.4",",,,7","0",",,,7","17.89",",7","22.95",",,,7","12.84",",,,7","230",",7","11.2",",7"
"USC00368361","2015-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.8",",7","138.6","7","63.5",",7","9",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","0",",7","23","","5","","7.2",",7,17,+","0",",,7,31,+","0",",,7,31,+","15.0",",,7,10,+","31.7",",7,30,+","23.7","7","  22.8","1,,,7,3,2","  22.8",",,,7,5,2","23.7",",7","  25.0",",,,7,3,2","  25.0",",,,7,5,2","  18.3","1,,,7,3,2","  18.3",",,,7,5,2","  20.0",",,,7,3,2","  19.4",",,,7,5,2","  20.7","1,,,7,3,2","  20.3",",,,7,5,2","  22.7",",,,7,3,2","  22.6",",,,7,5,2","63.5",",,,7","0",",,,7","19.62",",7","25.97",",,,7","13.26",",,,7","270","1,7","8.9","1,7"
"USC00368361","2015-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","190.9","7","52.3",",7","10",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","0",",7","13","","2","","7.2",",7,28,","0",",,7,31,+","0",",,7,31,+","17.0",",,7,21,","30.6",",7,20,","52.7","7","","","","","29.0",",7","","","","","","","","","","","","","","","","","","","","","58.6",",,,7","0",",,,7","19.09",",7","25.56",",,,7","12.61",",,,7","","","",""
"USC00368361","2015-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.3","3,7","244.8","7","53.9",",7","8",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","2",",7","15","","2","","3.3",",7,21,","0",",,7,30,+","0",",,7,30,+","24.6",",,7,20,+","32.2",",7,09,+","100.2","7","  22.2","1,,,7,3,2","  21.7","1,,,7,5,2","47.5",",7","  25.0","1,,,7,3,2","  25.0","1,,,7,5,2","  15.6","1,,,7,3,2","  15.6","1,,,7,5,2","  18.3","1,,,7,3,2","  17.8","1,,,7,5,2","  18.7","1,,,7,3,2","  18.4","1,,,7,5,2","  21.0","1,,,7,3,2","  20.8","1,,,7,5,2","98.0",",,,7","0",",,,7","18.55",",7","25.48",",,,7","11.61",",,,7","10","2,7","8.9","2,7"
"USC00368361","2015-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.3","1,7","244.8","7","0.0",",7","17",",7","9",",7","0",",7","0",",7","0",",7","0",",7","4",",7","0",",7","4",",7","0",",7","7","","1","","-2.8",",7,19,","0",",,7,31,+","0",",T,7,19,+","18.0",",,7,29,","22.2",",7,13,","362.5","7","  16.1",",,,7,3,2","  16.1",",,,7,5,2","262.3",",7","  18.3",",,,7,3,2","  20.6",",,,7,5,2","   8.9",",,,7,3,2","   8.3",",,,7,5,2","  10.0",",,,7,3,2","  10.0",",,,7,5,2","  12.6",",,,7,3,2","  12.4",",,,7,5,2","  14.0",",,,7,3,2","  14.1",",,,7,5,2","99.4",",,,7","0",",T,,7","9.87",",7","15.46",",,,7","4.28",",,,7","180","2,7","14.8","2,7"
"USC00368361","2015-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.8",",7","246.2","7","1.4",",7","16",",7","9",",7","0",",7","3",",7","1",",7","0",",7","15",",7","0",",7","3",",7","0",",7","3","","","","-6.7",",7,30,","25",",,7,24,+","36",",,7,22,","17.0",",,7,11,","23.9",",7,06,+","699.1","7","  13.3",",,,7,3,2","  12.2",",,,7,5,2","336.6",",7","  14.4",",,,7,3,2","  14.4",",,,7,5,2","   5.0",",,,7,3,2","   5.0",",,,7,5,2","   6.1",",,,7,3,2","   6.1",",,,7,5,2","   8.5",",,,7,3,2","   8.4",",,,7,5,2","   9.9",",,,7,3,2","   9.7",",,,7,5,2","72.1",",,,7","46",",,,7","7.16",",7","12.58",",,,7","1.75",",,,7","9","2,7","107.3","2,7"
"USC00368361","2015-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.6",",7","246.2","7","0.0",",7","19",",7","12",",7","1",",7","4",",7","2",",7","0",",7","15",",7","1",",7","0",",7","0",",7","11","","","","-11.1",",7,21,+","305",",,7,19,","305",",,7,19,","27.9",",,7,27,","18.3",",7,15,+","1108.7","7","   9.4",",,,7,3,2","   9.4",",,,7,5,2","409.6",",7","  10.6","1,,,7,3,2","  10.0","1,,,7,5,2","   3.9",",,,7,3,2","   3.9",",,,7,5,2","   5.0","1,,,7,3,2","   5.0","1,,,7,5,2","   6.0",",,,7,3,2","   6.0",",,,7,5,2","   7.2","1,,,7,3,2","   7.0","1,,,7,5,2","117.9",",,,7","363",",,,7","5.12",",7","9.29",",,,7","0.95",",,,7","","","17.9","1,7"
"USC00368361","2016-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","4.0",",7","0.0","7","0.0",",7","20",",7","9",",7","0",",7","26",",7","9","1,7","2",",7","29",",7","19",",7","0",",7","0",",7","3","","","","-17.8",",7,06,+","305",",,7,21,+","203","1,,7,19,","8.6",",,7,11,","11.1",",7,10,","1814.1","7","   3.9","1,,,7,3,2","   3.9","1,,,7,5,2","705.4",",7","   5.6","1,,,7,3,2","   5.6","1,,,7,5,2","   0.6","1,,,7,3,2","   0.6","1,,,7,5,2","   0.6","1,,,7,3,2","   0.6","1,,,7,5,2","   1.3","1,,,7,3,2","   1.3","1,,,7,5,2","   1.7","1,,,7,3,2","   1.6","1,,,7,5,2","57.5",",,,7","894","1,,,7","-4.42",",7","-0.18",",,,7","-8.66",",,,7","270",",7","17.0",",7"
"USC00368361","2016-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","3.3",",7","0.0","7","0.0",",7","18",",7","11",",7","1",",7","15",",7","8",",7","2",",7","27",",7","12",",7","0",",7","0",",7","","","","","-22.8",",7,19,","279",",,7,19,+","127",",,7,16,","25.9",",,7,25,","17.8",",7,21,","2395.6","7","   2.8","2,,,7,3,2","   2.8","2,,,7,5,2","581.5",",7","   4.4","2,,,7,3,2","   4.4","2,,,7,5,2","   0.6","2,,,7,3,2","   0.6","2,,,7,5,2","   0.6","2,,,7,3,2","   0.6","2,,,7,5,2","   1.3","2,,,7,3,2","   1.2","2,,,7,5,2","   2.0","2,,,7,3,2","   1.9","2,,,7,5,2","100.1",",,,7","595",",,,7","-1.72",",7","3.20",",,,7","-6.63",",,,7","250",",7","15.6",",7"
"USC00368361","2016-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.4",",7","0.0","7","0.0",",7","16",",7","7",",7","0",",7","2",",7","0",",7","0",",7","20",",7","3",",7","3",",7","0",",7","4","","3","","-11.1",",7,03,","25",",,7,04,+","23",",,7,04,","19.8",",,7,11,","22.8",",7,28,","2824.2","7","   8.9",",,,7,3,2","   8.3",",,,7,5,2","428.6",",7","  10.0",",,,7,3,2","   9.4",",,,7,5,2","   1.1",",,,7,3,2","   0.6",",,,7,5,2","   1.1",",,,7,3,2","   1.1",",,,7,5,2","   5.1",",,,7,3,2","   4.8",",,,7,5,2","   7.1",",,,7,3,2","   6.8",",,,7,5,2","85.0",",,,7","46",",,,7","4.51",",7","10.15",",,,7","-1.13",",,,7","270",",7","17.9",",7"
"USC00368361","2016-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.2",",7","0.0","7","0.0",",7","17",",7","10",",7","0",",7","5",",7","2",",7","0",",7","19",",7","1",",7","5",",7","0",",7","8","","","","-10.6",",7,10,","102",",,7,09,","91",",,7,09,","12.7",",,7,12,","24.4",",7,18,","3197.0","7","  12.2",",,,7,3,2","  11.7",",,,7,5,2","372.8",",7","  13.9",",,,7,3,2","  13.3",",,,7,5,2","   3.9",",,,7,3,2","   3.3",",,,7,5,2","   4.4",",,,7,3,2","   4.4",",,,7,5,2","   7.6",",,,7,3,2","   7.1",",,,7,5,2","   9.9",",,,7,3,2","   9.2",",,,7,5,2","68.6",",,,7","175",",,,7","5.91",",7","12.72",",,,7","-0.91",",,,7","180","3,7","15.6","3,7"
"USC00368361","2016-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","21.7","7","21.7",",7","16",",7","6",",7","0",",7","0",",7","0",",7","0",",7","1",",7","0",",7","11",",7","0",",7","13","","1","","0.0",",7,16,","0",",,7,31,+","0",",,7,31,+","14.7",",,7,13,","30.6",",7,29,","3381.8","7","","","","","184.8",",7","","","","","","","","","","","","","","","","","","","","","73.6",",,,7","0",",,,7","13.07",",7","19.28",",,,7","6.86",",,,7","","","",""
"USC00368361","2016-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","60.8","7","39.1",",7","9",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","25",",7","0",",7","7","","5","","3.3",",7,09,","0",",,7,30,+","0",",,7,30,+","15.0",",,7,17,","31.1",",7,20,","3424.6","7","","","","","42.8",",7","","","","","","","","","","","","","","","","","","","","","64.8",",,,7","0",",,,7","18.21",",7","24.83",",,,7","11.58",",,,7","","","",""
"USC00368361","2016-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.4","2,7","154.6","7","93.8",",7","13",",7","8",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","0",",7","10","","9","","6.1",",7,02,","0",",,7,31,+","0",",,7,31,+","42.4",",,7,07,","31.1",",7,24,+","8.6","7","  23.3",",,,7,3,2","  23.3",",,,7,5,2","8.6",",7","  26.7",",,,7,3,2","  26.1",",,,7,5,2","  17.8",",,,7,3,2","  18.3",",,,7,5,2","  21.1",",,,7,3,2","  20.6",",,,7,5,2","  21.2",",,,7,3,2","  21.4",",,,7,5,2","  24.1",",,,7,3,2","  23.8",",,,7,5,2","122.4",",,,7","0",",,,7","21.08",",7","27.81",",,,7","14.35",",,,7","12","3,7","67.1","3,7"
"USC00368361","2016-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.9",",7","268.2","7","113.6",",7","16",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","1",",7","16","","6","","10.6",",7,24,+","0",",,7,31,+","0",",,7,31,+","19.8",",,7,12,","32.2",",7,14,","10.5","7","  24.4",",,,7,3,2","  25.0",",,,7,5,2","1.9",",7","  26.7",",,,7,3,2","  26.7",",,,7,5,2","  20.6",",,,7,3,2","  21.1",",,,7,5,2","  23.3",",,,7,3,2","  22.8",",,,7,5,2","  22.4",",,,7,3,2","  22.6",",,,7,5,2","  25.1",",,,7,3,2","  24.9",",,,7,5,2","102.3",",,,7","0",",,,7","21.94",",7","28.07",",,,7","15.80",",,,7","190","1,7","11.2","1,7"
"USC00368361","2016-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.9","2,7","308.1","7","39.9",",7","12",",7","7",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","23",",7","0",",7","14","","4","","4.4",",7,26,+","0",",,7,30,+","0",",,7,30,+","35.8",",,7,09,","31.1",",7,09,+","61.3","7","  23.3",",,,2,3,2","  23.3",",,,2,5,2","50.8",",7","  25.0",",,,2,3,2","  25.0",",,,2,5,2","  16.7",",,,2,3,2","  16.7",",,,2,5,2","  18.3",",,,2,3,2","  18.3",",,,2,5,2","  19.8",",,,2,3,2","  19.9",",,,2,5,2","  22.3",",,,2,3,2","  22.0",",,,2,5,2","142.0",",,,7","0",",,,7","17.97",",7","24.58",",,,7","11.36",",,,7","260","3,7","13.4","3,7"
"USC00368361","2016-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","312.0","7","3.9",",7","19",",7","13",",7","1",",7","0",",7","0",",7","0",",7","4",",7","0",",7","9",",7","0",",7","4","","2","","-2.2",",7,27,","0",",,7,31,+","0",",,7,31,+","39.6",",,7,21,","25.0",",7,18,","259.2","7","","","","","197.9",",7","","","","","","","","","","","","","","","","","","","","","145.2",",,,7","0",",,,7","12.08",",7","17.09",",,,7","7.06",",,,7","","","",""
"USC00368361","2016-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.6",",7","312.0","7","0.0",",7","11",",7","9",",7","0",",7","3",",7","2",",7","0",",7","15",",7","0",",7","3",",7","0",",7","9","","","","-4.4",",7,24,","102",",,7,21,","76",",,7,20,","19.1",",,7,09,","22.8",",7,03,","622.5","7","  12.8",",,,7,3,2","  12.8",",,,7,5,2","363.3",",7","  14.4",",,,7,3,2","  13.9",",,,7,5,2","   3.9",",,,7,3,2","   5.0",",,,7,5,2","   5.6",",,,7,3,2","   5.6",",,,7,5,2","   8.0",",,,7,3,2","   8.1",",,,7,5,2","   9.3",",,,7,3,2","   9.3",",,,7,5,2","68.0",",,,7","109",",,,7","6.22",",7","11.52",",,,7","0.92",",,,7","180","1,7","17.9","1,7"
"USC00368361","2016-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","4.1",",7","312.0","7","0.0",",7","23",",7","16",",7","0",",7","21",",7","12",",7","0",",7","25",",7","11",",7","0",",7","0",",7","","","","","-16.7",",7,20,","330",",,7,15,","203",",,7,10,","17.5",",,7,18,","15.6",",7,27,","1242.2","7","   7.2","2,,,7,3,2","   7.8","2,,,7,5,2","619.7",",7","   8.3","2,,,7,3,2","   8.9","2,,,7,5,2","   0.0","2,,,7,3,2","   0.0","2,,,7,5,2","   0.0","2,,,7,3,2","   0.0","2,,,7,5,2","   2.6","2,,,7,3,2","   2.8","2,,,7,5,2","   3.2","2,,,7,3,2","   3.4","2,,,7,5,2","110.9",",,,7","1054",",,,7","-1.66",",7","1.48",",,,7","-4.80",",,,7","270",",7","15.6",",7"
"USC00368361","2017-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","3.4",",7","0.0","7","0.0",",7","24",",7","14",",7","1",",7","14",",7","8",",7","1",",7","22",",7","11",",7","0",",7","0",",7","5","","","","-20.6",",7,07,","203",",,7,08,","173",",,7,05,","29.7",",,7,12,","16.7",",7,22,","1826.3","7","   7.2",",,,7,3,2","   6.7","1,,,7,5,2","584.1",",7","   7.8",",,,7,3,2","   7.2","1,,,7,5,2","   0.0",",,,7,3,2","   0.0","1,,,7,5,2","   0.6",",,,7,3,2","   0.6","1,,,7,5,2","   2.2",",,,7,3,2","   2.2","1,,,7,5,2","   3.1",",,,7,3,2","   3.2","1,,,7,5,2","137.9",",,,7","613",",,,7","-0.51",",7","3.21",",,,7","-4.23",",,,7","180",",7","15.6",",7"
"USC00368361","2017-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.9",",7","0.0","7","0.0",",7","18",",7","9",",7","0",",7","16",",7","9",",7","0",",7","20",",7","8",",7","1",",7","0",",7","3","","1","","-12.8",",7,17,","279",",,7,04,+","142",",,7,01,","18.0",",,7,25,","22.8",",7,25,","2308.8","7","   8.3","2,,,7,3,2","   7.8","2,,,7,5,2","482.5",",7","  10.6","2,,,7,3,2","  10.0","2,,,7,5,2","   0.0","2,,,7,3,2","   0.0","2,,,7,5,2","   0.0","2,,,7,3,2","   0.0","2,,,7,5,2","   2.4","2,,,7,3,2","   2.4","2,,,7,5,2","   3.5","2,,,7,3,2","   3.4","2,,,7,5,2","74.1",",,,7","521",",,,7","1.10",",7","5.81",",,,7","-3.61",",,,7","300","1,7","17.9","1,7"
"USC00368361","2017-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","3.0",",7","0.0","7","0.0",",7","22",",7","10",",7","0",",7","12",",7","5","1,7","0",",7","20",",7","11",",7","1",",7","0",",7","3","","3","","-13.9",",7,17,","381",",,7,15,","249","1,,7,15,","22.1",",,7,07,","21.7",",7,25,","2847.5","7","   9.4",",,,7,3,2","   8.9",",,,7,5,2","538.7",",7","  10.6",",,,7,3,2","  10.0",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   3.4",",,,7,3,2","   3.4",",,,7,5,2","   5.0",",,,7,3,2","   4.9",",,,7,5,2","101.3",",,,7","511","1,,,7","0.95",",7","5.51",",,,7","-3.60",",,,7","250","2,7","24.6","2,7"
"USC00368361","2017-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.3",",7","0.3","7","0.3",",7","18",",7","7",",7","0",",7","2",",7","2",",7","0",",7","7",",7","0",",7","11",",7","0",",7","4","","3","","-2.2",",7,02,","51",",,7,08,+","43",",,7,07,","22.9",",,7,21,","26.7",",7,28,","3075.0","7","  14.4","3,,,7,3,2","  13.9","3,,,7,5,2","227.5",",7","  16.7","3,,,7,3,2","  16.1","3,,,7,5,2","   5.0","3,,,7,3,2","   5.0","3,,,7,5,2","   6.7","3,,,7,3,2","   7.2","3,,,7,5,2","  10.0","3,,,7,3,2","   9.6","3,,,7,5,2","  12.1","3,,,7,3,2","  11.7","3,,,7,5,2","115.7",",,,7","68",",,,7","10.76",",7","17.13",",,,7","4.38",",,,7","330","3,7","15.6","3,7"
"USC00368361","2017-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.1",",7","8.0","7","7.7",",7","19",",7","12",",7","0",",7","0",",7","0",",7","0",",7","3",",7","0",",7","11",",7","0",",7","3","","4","","-2.2",",7,09,+","0",",,7,31,+","0",",,7,31,+","23.4",",,7,02,","29.4",",7,18,","3256.4","7","  17.8",",,,7,3,2","  17.8",",,,7,5,2","181.4",",7","  20.6",",,,7,3,2","  20.0",",,,7,5,2","   9.4",",,,7,3,2","   9.4",",,,7,5,2","  11.1",",,,7,3,2","  11.1",",,,7,5,2","  13.7",",,,7,3,2","  13.6",",,,7,5,2","  16.0",",,,7,3,2","  15.7",",,,7,5,2","149.7",",,,7","0",",,,7","12.73",",7","18.21",",,,7","7.25",",,,7","270",",7","15.6",",7"
"USC00368361","2017-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","64.4","7","56.4",",7","14",",7","8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","22",",7","0",",7","4","","3","","5.0",",7,08,","0",",,7,30,+","0",",,7,30,+","43.9",",,7,19,","31.1",",7,14,","3309.2","7","","","","","52.8",",7","","","","","","","","","","","","","","","","","","","","","117.4",",,,7","0",",,,7","18.45",",7","24.11",",,,7","12.79",",,,7","","","",""
"USC00368361","2017-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.5",",7","132.2","7","67.8",",7","14",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","0",",7","9","","6","","8.3",",7,26,","0",",,7,31,+","0",",,7,31,+","18.5",",,7,12,","30.0",",7,21,+","10.0","7","  23.9",",,,7,3,2","  23.3",",,,7,5,2","10.0",",7","  27.2",",,,7,3,2","  26.1",",,,7,5,2","  19.4",",,,7,3,2","  20.0",",,,7,5,2","  22.2",",,,7,3,2","  21.1",",,,7,5,2","  21.7",",,,7,3,2","  21.4",",,,7,5,2","  24.6",",,,7,3,2","  23.9",",,,7,5,2","50.4",",,,7","0",",,,7","20.20",",7","26.02",",,,7","14.38",",,,7","40","2,7","13.4","2,7"
"USC00368361","2017-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","1.0",",7","169.3","7","37.1",",7","11",",7","6",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","0",",7","9","","4","","7.2",",7,27,+","0",",,7,31,+","0",",,7,31,+","43.2",",,7,05,","29.4",",7,22,","31.7","7","  22.2",",,,7,3,2","  21.7",",,,7,5,2","21.7",",7","  25.0",",,,7,3,2","  23.9",",,,7,5,2","  16.7",",,,7,3,2","  16.1",",,,7,5,2","  20.6",",,,7,3,2","  20.6",",,,7,5,2","  19.9",",,,7,3,2","  19.8",",,,7,5,2","  22.7",",,,7,3,2","  22.4",",,,7,5,2","84.9",",,,7","0",",,,7","18.83",",7","25.23",",,,7","12.43",",,,7","180","1,7","17.9","1,7"
"USC00368361","2017-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","0.7",",7","206.8","7","37.5",",7","12",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","19",",7","0",",7","14","","1","","2.2",",7,11,+","0",",,7,30,+","0",",,7,30,+","15.7",",,7,08,","31.7",",7,25,","110.3","7","  21.1",",,,7,3,2","  20.6",",,,7,5,2","78.6",",7","  23.3",",,,7,3,2","  22.8",",,,7,5,2","  15.0",",,,7,3,2","  14.4",",,,7,5,2","  17.2",",,,7,3,2","  17.2",",,,7,5,2","  17.7",",,,7,3,2","  17.6",",,,7,5,2","  20.1",",,,7,3,2","  19.7",",,,7,5,2","43.5",",,,7","0",",,,7","16.96",",7","24.04",",,,7","9.89",",,,7","130","5,7","11.6","5,7"
"USC00368361","2017-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","214.4","7","7.6",",7","17",",7","8",",7","0",",7","0",",7","0",",7","0",",7","2",",7","0",",7","13",",7","0",",7","7","","","","-0.6",",7,02,+","0",",,7,31,+","0",",,7,31,+","23.4",",,7,09,","26.7",",7,04,","282.3","7","","","","","172.0",",7","","","","","","","","","","","","","","","","","","","","","103.8",",,,7","0",",,,7","13.03",",7","18.78",",,,7","7.28",",,,7","","","",""
"USC00368361","2017-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.9",",7","214.4","7","0.0",",7","18",",7","10",",7","2",",7","1",",7","1",",7","0",",7","19",",7","1",",7","0",",7","0",",7","","","2","","-10.0",",7,12,+","51",",,7,20,","56",",,7,20,","44.5",",,7,19,","17.8",",7,06,","728.7","7","  10.6","1,,,7,3,2","  10.6",",,,7,5,2","446.4",",7","  12.8",",,,7,3,2","  12.2",",,,7,5,2","   3.3","1,,,7,3,2","   2.8",",,,7,5,2","   3.9",",,,7,3,2","   3.9",",,,7,5,2","   5.9","1,,,7,3,2","   5.8",",,,7,5,2","   7.2",",,,7,3,2","   7.3",",,,7,5,2","148.2",",,,7","72",",,,7","3.45",",7","7.65",",,,7","-0.75",",,,7","320","2,7","16.5","2,7"
"USC00368361","2017-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.8","1,7","214.4","7","0.0",",7","22",",7","10",",7","0",",7","20",",7","15",",7","1",",7","27",",7","16",",7","0",",7","0",",7","3","","","","-18.9",",7,15,","356",",,7,31,","152",",,7,25,","12.2",",,7,24,","12.8",",7,05,","1396.8","7","   3.9",",,,7,3,2","   3.9",",,,7,5,2","668.1",",7","   6.1",",,,7,3,2","   6.1",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   0.6",",,,7,3,2","   0.6",",,,7,5,2","   2.2",",,,7,3,2","   2.3",",,,7,5,2","   2.7",",,,7,3,2","   2.8",",,,7,5,2","74.2",",,,7","932",",,,7","-3.22",",7","0.71",",,,7","-7.15",",,,7","270","5,7","17.9","5,7"
"USC00368361","2018-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","3.2",",7","0.0","7","0.0",",7","20",",7","12",",7","0",",7","24",",7","11",",7","5",",7","28",",7","18",",7","0",",7","0",",7","3","","1","","-26.7",",7,07,","457",",,7,07,+","178",",,7,30,","17.3",",,7,13,","14.4",",7,12,","2144.5","7","   2.2","1,,,7,3,2","   2.2","1,,,7,5,2","747.7",",7","   6.1","1,,,7,3,2","   6.1","1,,,7,5,2","   0.0","1,,,7,3,2","   0.0","1,,,7,5,2","   0.6","1,,,7,3,2","   0.6","1,,,7,5,2","   0.7","1,,,7,3,2","   0.7","1,,,7,5,2","   1.6","1,,,7,3,2","   1.5","1,,,7,5,2","76.3",",,,7","984",",,,7","-5.79",",7","-1.09",",,,7","-10.48",",,,7","270",",7","17.9",",7"
"USC00368361","2018-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","2.7","1,7","0.0","7","0.0",",7","22",",7","11",",7","0",",7","14",",7","6",",7","1",",7","22",",7","8",",7","0",",7","0",",7","6","","","","-19.4",",7,09,","203",",,7,09,","79",",,7,08,","24.1",",,7,20,","20.0",",7,21,","2673.5","7","   5.6",",,,7,3,2","   5.6",",,,7,5,2","529.0",",7","   9.4",",,,7,3,2","   9.4",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   0.0",",,,7,3,2","   0.0",",,,7,5,2","   1.8",",,,7,3,2","   1.9",",,,7,5,2","   3.1",",,,7,3,2","   3.1",",,,7,5,2","89.6",",,,7","356",",,,7","-0.56",",7","4.84",",,,7","-5.96",",,,7","210","2,7","13.4","2,7"
